lambda,pbSimulation,pdSimulation,pbAnalytical,pdAnalytical
8.099999999999987,0.302057,0.574705,0.3014656400299134,0.5750785113152984
8.199999999999987,0.309795,0.569682,0.30781809136468224,0.5702315086955838
8.299999999999986,0.316854,0.563878,0.31409144108458453,0.565427345559752
8.399999999999986,0.32187,0.560346,0.3202853214666484,0.560667682904129
8.499999999999986,0.328687,0.55517,0.326399533358238,0.5559539525425857
8.599999999999985,0.333878,0.550291,0.3324340297197816,0.5512873770522766
8.699999999999985,0.339912,0.546348,0.3383889004374397,0.546668988214124
8.799999999999985,0.345394,0.541613,0.3442643583320298,0.5420996440396433
8.899999999999984,0.35132,0.537397,0.35006072629075324,0.5375800444739908
8.999999999999984,0.35739,0.532444,0.3557784254494759,0.5331107458625567
9.099999999999984,0.362725,0.528244,0.36141796435522555,0.5286921742652727
9.199999999999983,0.36826,0.523678,0.36697992904102666,0.5243246376992201
9.299999999999983,0.373338,0.520249,0.3724649739480278,0.5200083373862532
9.399999999999983,0.377893,0.516443,0.37787381363296646,0.5157433780783198
9.499999999999982,0.38424,0.511107,0.38320721520226236,0.511529777529057
9.599999999999982,0.390448,0.506743,0.38846599141734534,0.5073674751761299
9.699999999999982,0.394896,0.502853,0.39365099441915563,0.5032563400947369
9.799999999999981,0.400907,0.498246,0.39876311002303955,0.4991961782787582
9.89999999999998,0.404994,0.49503,0.40380325253847854,0.4951867393022053
9.99999999999998,0.409777,0.490638,0.4087723600711984,0.49122772240997276
10.09999999999998,0.414068,0.487659,0.4136713902681882,0.4873187820834044
10.19999999999998,0.419827,0.4832,0.41850131646900657,0.4834595331228769
10.29999999999998,0.424174,0.479813,0.4232631242294567,0.47964955528647363
10.399999999999979,0.429079,0.475513,0.4279578081862586,0.4758883975208895
10.499999999999979,0.433689,0.471933,0.4325863692337499,0.4721755818179479
10.599999999999978,0.437862,0.468429,0.43714981198589486,0.46851060672753075
10.699999999999978,0.441703,0.465045,0.44164914249898696,0.4648929505553255
10.799999999999978,0.447282,0.460673,0.44608536623238304,0.46132207427155336
10.899999999999977,0.451682,0.457306,0.4504594862264412,0.4577974241547635
10.999999999999977,0.456206,0.453425,0.4547725014785158,0.4543184341928589
11.099999999999977,0.459609,0.450629,0.4590254054994392,0.4508845282617288
11.199999999999976,0.464665,0.446895,0.4632191850343651,0.44749512210022
11.299999999999976,0.467843,0.444206,0.4673548189331918,0.4441496250986509
11.399999999999975,0.472108,0.440432,0.47143327715701816,0.44084744191667274
11.499999999999975,0.475682,0.437372,0.47545551990822604,0.4375879739449822
11.599999999999975,0.479548,0.434418,0.4794224968728306,0.43437062062420034
11.699999999999974,0.483512,0.431629,0.48333514656470866,0.4311947806331303
11.799999999999974,0.48783,0.427635,0.4871943957621958,0.4280598529576045
11.899999999999974,0.49105,0.425136,0.4910011590283689,0.4249652378501891
11.999999999999973,0.495672,0.421576,0.49475633830706683,0.4219103376901759
12.099999999999973,0.499605,0.418157,0.4984608225873989,0.41889455775249596
12.199999999999973,0.502368,0.416102,0.502115487630114,0.41591730689347395
12.299999999999972,0.506135,0.413161,0.5057211957497827,0.4129779981606836
12.399999999999972,0.509469,0.41037,0.5092787956472745,0.4100760493335498
12.499999999999972,0.513324,0.407331,0.5127891222874938,0.4072108834007986
12.599999999999971,0.516388,0.404652,0.5162529968177859,0.40438192898033276
12.69999999999997,0.520031,0.401494,0.5196712265228237,0.40158862068665335
12.79999999999997,0.523806,0.398804,0.5230446048121669,0.3988303994505099
12.89999999999997,0.526893,0.395812,0.5263739112370152,0.3961067127950736
12.99999999999997,0.530257,0.393166,0.5296599115329936,0.3934170150725649
13.09999999999997,0.533333,0.390685,0.532903357686093,0.3907607676649343
13.199999999999969,0.536487,0.388481,0.5361049880191432,0.38813743915189425
13.299999999999969,0.539868,0.385329,0.5392655272964418,0.38554650544932
13.399999999999968,0.543395,0.382543,0.5423856868443703,0.3829874499207836
13.499999999999968,0.545343,0.38099,0.5454661646860328,0.3804597634647501
13.599999999999968,0.548877,0.378229,0.5485076456881349,0.3779629445797509
13.699999999999967,0.552482,0.37488,0.5515108017184795,0.3754964994096541
13.799999999999967,0.554704,0.37287,0.5544762918126158,0.37305994177096935
13.899999999999967,0.558269,0.369937,0.5574047623483077,0.3706527931639606
13.999999999999966,0.560323,0.368402,0.5602968472266212,0.3682745827691909
14.099999999999966,0.563668,0.365837,0.5631531680585395,0.3659248474309802
14.199999999999966,0.566171,0.363753,0.5659743343561241,0.3636031316291325
14.299999999999965,0.569321,0.360941,0.568760943727332,0.3613089874401738
14.399999999999965,0.571888,0.35898,0.5715135820736906,0.35904197448923114
14.499999999999964,0.573919,0.357322,0.5742328237901082,0.35680165989358803
14.599999999999964,0.577209,0.354313,0.5769192319661729,0.35458761819886075
14.699999999999964,0.579957,0.352094,0.5795733585883572,0.35239943130865814
14.799999999999963,0.582299,0.350453,0.5821957447426083,0.3502366884085114
14.899999999999963,0.585406,0.34785,0.5847869208168573,0.3480989858847885
